"date","arm_order","arm_strategy","rabbit_order","tree_order","rabbit_strategy","tree_strategy"
"2021/04/19 23:12:53",,,,,,
"2021/04/03 19:28:07","1: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/arm/1.jpeg"" >
2: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/arm/3.jpeg"" >
3: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/arm/2.jpg"" >
4: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/arm/2.jpeg"" >
5: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/arm/5.jpeg"" >
6: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/arm/2.jpg"" >
7: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/arm/2.jpg"" >
8: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/arm/1.jpg"" >
9: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/arm/1.jpg"" >
10: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/arm/1.jpg"" >
11: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/arm/4.jpg"" >
12: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/arm/4.jpg"" >
13: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/arm/3.jpg"" >
14: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/arm/3.jpg"" >
15: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/arm/4.jpeg"" >
16: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/arm/3.jpg"" >
17: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/arm/4.jpg"" >
18: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/arm/5.jpg"" >
19: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/arm/5.jpg"" >
20: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/arm/5.jpg"" >",,"1: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/rabbit/4.jpg"" >
2: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/rabbit/3.jpg"" >
3: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/rabbit/5.jpg"" >
4: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/rabbit/5.jpg"" >
5: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/rabbit/2.jpg"" >
6: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/rabbit/2.jpg"" >
7: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/rabbit/1.jpg"" >
8: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/rabbit/3.jpg"" >
9: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/rabbit/2.jpg"" >
10: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/rabbit/1.jpg"" >
11: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/rabbit/4.jpg"" >
12: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/rabbit/2.jpg"" >
13: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/rabbit/1.jpg"" >
14: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/rabbit/1.jpg"" >
15: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/rabbit/5.jpg"" >
16: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/rabbit/3.jpg"" >
17: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/rabbit/3.jpg"" >
18: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/rabbit/4.jpg"" >
19: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/rabbit/4.jpg"" >
20: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/rabbit/5.jpg"" >","1: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/tree/1.jpg"" >
2: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/tree/5.jpg"" >
3: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/tree/1.jpeg"" >
4: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/tree/2.jpg"" >
5: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/tree/2.jpeg"" >
6: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/tree/5.jpeg"" >
7: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/tree/5.jpg"" >
8: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/tree/5.jpg"" >
9: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/tree/4.jpg"" >
10: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/tree/1.jpg"" >
11: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/tree/2.jpg"" >
12: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/tree/1.jpg"" >
13: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/tree/2.jpg"" >
14: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/tree/3.jpeg"" >
15: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/tree/3.jpg"" >
16: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/tree/3.jpg"" >
17: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/tree/3.jpg"" >
18: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/tree/4.jpg"" >
19: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/tree/4.jpeg"" >
20: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/tree/4.jpg"" >",,
"2021/04/03 19:16:49","1: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/arm/3.jpg"" >
2: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/arm/3.jpeg"" >
3: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/arm/2.jpg"" >
4: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/arm/4.jpg"" >
5: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/arm/1.jpeg"" >
6: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/arm/2.jpeg"" >
7: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/arm/4.jpg"" >
8: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/arm/5.jpeg"" >
9: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/arm/4.jpeg"" >
10: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/arm/5.jpg"" >
11: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/arm/1.jpg"" >
12: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/arm/2.jpg"" >
13: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/arm/4.jpg"" >
14: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/arm/5.jpg"" >
15: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/arm/1.jpg"" >
16: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/arm/1.jpg"" >
17: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/arm/3.jpg"" >
18: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/arm/5.jpg"" >
19: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/arm/2.jpg"" >
20: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/arm/3.jpg"" >","I looked for some specific traits when I choose most recognizable ones. For example fingerlike drawings are strong indications of an arm and also a v like things reminds me arm which looks like bent arm. Then I choose least recognizable ones. They are generally very abstract drawings. I can think them as arms but I can also think them as really different things. If I have to come up with a methodology it would be first think the all possibilities comes to your mind. If the number of possibilities are few and not very distinct then an arm then it is more recognizable. Otherwise, if I can resemble the image different distinct objects and their number is high it is less recognizable.","1: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/rabbit/2.jpg"" >
2: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/rabbit/3.jpg"" >
3: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/rabbit/2.jpg"" >
4: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/rabbit/3.jpg"" >
5: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/rabbit/5.jpg"" >
6: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/rabbit/1.jpg"" >
7: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/rabbit/5.jpg"" >
8: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/rabbit/4.jpg"" >
9: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/rabbit/1.jpg"" >
10: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/rabbit/3.jpg"" >
11: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/rabbit/1.jpg"" >
12: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/rabbit/1.jpg"" >
13: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/rabbit/4.jpg"" >
14: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/rabbit/5.jpg"" >
15: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/rabbit/4.jpg"" >
16: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/rabbit/2.jpg"" >
17: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/rabbit/2.jpg"" >
18: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/rabbit/3.jpg"" >
19: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/rabbit/4.jpg"" >
20: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/rabbit/5.jpg"" >","1: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/tree/1.jpg"" >
2: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/tree/5.jpg"" >
3: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/tree/2.jpg"" >
4: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/tree/3.jpg"" >
5: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/tree/1.jpeg"" >
6: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/tree/3.jpeg"" >
7: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/tree/5.jpeg"" >
8: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/tree/2.jpeg"" >
9: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/tree/3.jpg"" >
10: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/tree/5.jpg"" >
11: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/tree/1.jpg"" >
12: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/tree/4.jpg"" >
13: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/tree/2.jpg"" >
14: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/tree/2.jpg"" >
15: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/tree/1.jpg"" >
16: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/tree/3.jpg"" >
17: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/tree/4.jpg"" >
18: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/tree/4.jpg"" >
19: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/tree/5.jpg"" >
20: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/tree/4.jpeg"" >","The sitting rabbit posture drawing was very strong indication for me. Then I looked for long ear drawings on a face. Afterwards, less recognizable sitting something drawings and later abstract ones.","I looked for a tree body like drawings and puffy ball on the top. Then I came up with normal ball at the top. If the proportions are not well then I put them lower. Then more abstract things."
"2021/04/03 17:42:15","1: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/arm/2.jpg"" >
2: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/arm/2.jpg"" >
3: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/arm/3.jpg"" >
4: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/arm/3.jpeg"" >
5: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/arm/1.jpeg"" >
6: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/arm/5.jpg"" >
7: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/arm/5.jpeg"" >
8: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/arm/2.jpeg"" >
9: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/arm/1.jpg"" >
10: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/arm/4.jpeg"" >
11: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/arm/4.jpg"" >
12: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/arm/5.jpg"" >
13: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/arm/4.jpg"" >
14: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/arm/1.jpg"" >
15: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/arm/1.jpg"" >
16: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/arm/4.jpg"" >
17: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/arm/5.jpg"" >
18: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/arm/3.jpg"" >
19: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/arm/2.jpg"" >
20: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/arm/3.jpg"" >","I first put the most recognizable ones (those that include the hand) to the frond. Then I identified the ones that are least similar to shape of the arm (circular ones, ones that look like a foot) and ranked them as least recognizable. ","1: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/rabbit/3.jpg"" >
2: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/rabbit/2.jpg"" >
3: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/rabbit/5.jpg"" >
4: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/rabbit/1.jpg"" >
5: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/rabbit/2.jpg"" >
6: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/rabbit/1.jpg"" >
7: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/rabbit/5.jpg"" >
8: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/rabbit/3.jpg"" >
9: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/rabbit/5.jpg"" >
10: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/rabbit/4.jpg"" >
11: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/rabbit/1.jpg"" >
12: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/rabbit/2.jpg"" >
13: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/rabbit/3.jpg"" >
14: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/rabbit/3.jpg"" >
15: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/rabbit/4.jpg"" >
16: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/rabbit/1.jpg"" >
17: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/rabbit/4.jpg"" >
18: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/rabbit/2.jpg"" >
19: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/rabbit/4.jpg"" >
20: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/rabbit/5.jpg"" >","1: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/tree/1.jpg"" >
2: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/tree/5.jpg"" >
3: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/tree/3.jpg"" >
4: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/tree/2.jpg"" >
5: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/tree/5.jpeg"" >
6: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/tree/3.jpg"" >
7: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/tree/5.jpg"" >
8: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/tree/4.jpg"" >
9: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/tree/2.jpg"" >
10: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/dcgan/tree/1.jpg"" >
11: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/tree/5.jpg"" >
12: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/tree/1.jpeg"" >
13: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/tree/3.jpeg"" >
14: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/tree/2.jpeg"" >
15: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/tree/4.jpg"" >
16: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/tree/1.jpg"" >
17: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/tree/2.jpg"" >
18: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchrnn/tree/4.jpg"" >
19: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/sketchformer/tree/3.jpg"" >
20: <img src=""https://raw.githubusercontent.com/asabuncuoglu13/sketch-embeddings/main/docs/reconstruct/autoencoder/tree/4.jpeg"" >","I ranked the ones that also draw the body of the rabbit first. But there are some drawings that look like a mouse, which I ranked as among the least recognizable. Then I paid attention to the shape of the ears and features within the head (eyes, nose etc).","I looked at the shape of the trunk and leaves of the tree. If trunk is weirdly shaped, I ranked them as least recognizable. Also if there is only a circle on top of the trunk, that can be thought as a mushroom or a lollipop. I ranked those that resemble something else as least recognizable. I ranked those that have more details at the top. "
